idx_id, date, geo_lat, geo_lng
S2B_MSIL2A_20190202T012859_N0211_R074_T54SUE_20190202T034559,20190202T012859.024Z,36.12427601168043,138.77760353347315
S2B_MSIL2A_20190314T012649_N0211_R074_T54SVE_20190314T052502,20190314T012649.024Z,35.878453662150164,141.10813161618623
S2B_MSIL2A_20190314T012649_N0211_R074_T54SUE_20190314T052502,20190314T012649.024Z,36.12427601168043,138.77760353347315
S2B_MSIL2A_20190212T012759_N0211_R074_T54SVE_20190212T052030,20190212T012759.024Z,35.91013382655366,141.10817418910133
S2B_MSIL2A_20190202T012859_N0211_R074_T54SVE_20190202T034559,20190202T012859.024Z,35.90860333459109,141.10817213237257
S2B_MSIL2A_20190212T012759_N0211_R074_T54SUE_20190212T052030,20190212T012759.024Z,36.12427601168043,138.77760353347315
